Household_number,Date_of_occupancy,Ownership,Mortgage_Or_Rent,Dwelling_type,House_value_in_K,House_hold_size,Household_income_in_K,House_size,No_of_vehicles,ZIP,LAT,LNG
H73563,1994-10-08,false,2519.244345387518,Single Family,492.7743761820682,4,123.12268318591117,1636.0795127406634,2,11213,40.671078,-73.936336
H73566,2011-03-22,false,2514.1084073820434,Townhouse,719.5964528714936,7,60.869922663220066,2746.64547300268,1,07087,40.767383,-74.032328
H73571,2009-12-15,false,2505.883009666832,Townhouse,651.0535920130702,5,175.28758573898304,2205.924762746512,1,06479,41.57477,-72.9119
H73577,1992-09-04,false,2523.637691636393,Townhouse,357.1387734297423,6,69.18895715405755,2373.0279339662693,2,11214,40.599148,-73.99609
H73579,2015-10-13,false,2501.647646087122,Townhouse,239.32819665036413,5,99.39283863818736,2031.4382968892648,3,02126,42.274227,-71.097423
H73588,2006-10-07,false,2509.73072323591,Single Family,763.1055270223936,3,46.608963335969314,766.0622210200281,1,19103,39.952896,-75.174298
H73594,2003-06-01,false,2504.8798585021273,Single Family,342.33789246435185,2,47.58991008645363,639.6294084430967,2,19103,39.952896,-75.174298
H73603,2007-11-17,false,2505.628600826286,Single Family,220.60103699090809,3,115.32764205155523,1063.5715414696397,2,06479,41.57477,-72.9119
H73609,2009-05-03,false,2504.7739569257737,Single Family,669.9959358739244,2,135.16833286797936,496.046431872808,1,02129,42.379657,-71.061487
H73617,2002-07-04,false,2541.654652675075,Single Family,181.46673171690475,7,132.95073173764746,2818.1575017247424,0,19102,39.952783,-75.165586
H73621,1994-09-21,false,2503.273971924373,Townhouse,199.73556322067978,6,115.62692970394248,2668.8385326131684,3,07620,40.968725,-73.916999
H73628,2004-12-17,false,2536.182681357482,Single Family,751.0735640845368,4,83.35875035674832,1224.9340501833667,1,19104,39.95852,-75.198857
H73631,2016-05-04,false,2512.163688865919,Townhouse,465.25138714556203,2,161.19723491147852,626.7305978721076,3,11214,40.599148,-73.99609
H73632,2002-02-22,false,2503.123575204577,Single Family,358.79690810069445,5,111.14377451860167,1904.4464713010832,2,02127,42.334992,-71.039093
H73635,2005-06-25,false,2508.7163142029226,Single Family,701.2385258188859,4,179.79001188092838,1546.3051292315567,2,11104,40.744634,-73.920201
H73640,2009-07-25,false,2519.9199491331515,Single Family,392.6677767966223,5,129.85396838726098,1940.2745572482204,1,07608,40.852997,-74.060355
H73648,2018-10-19,false,2501.2335620044655,Single Family,466.6313755149866,7,179.4873019878188,2815.8188249607706,3,19104,39.95852,-75.198857
H73654,1994-06-14,false,2516.6173954124733,Single Family,328.8453195412935,6,47.52472031184272,2357.796419932564,1,06467,41.567845,-72.899757
H73659,2000-12-01,false,2508.59108174603,Single Family,478.83396276741956,5,74.13289151207388,2171.073946791412,3,11213,40.671078,-73.936336
H73660,2001-03-13,false,2542.047637084941,Single Family,758.9551785170272,5,45.705045516942675,1831.7374068422946,2,11103,40.762574,-73.913447
H73669,1989-09-21,false,2509.3145571228524,Townhouse,459.37764724977643,6,148.73838597343888,2308.3746782563985,3,11103,40.762574,-73.913447
H73671,2010-10-06,false,2503.0328249914455,Single Family,289.2306146801024,4,140.5874232215391,1499.8120719615144,0,02129,42.379657,-71.061487
H73674,2016-04-01,false,2533.025790539025,Single Family,470.7827544236502,7,132.78926926072708,2873.669126407072,4,02129,42.379657,-71.061487
H73677,1992-03-21,false,2518.2082562750384,Single Family,228.73048399812274,4,143.7392857490083,1414.69217210004,2,11104,40.744634,-73.920201
H73681,2004-07-05,false,2518.0879324205175,Single Family,592.4090185063772,5,121.84125265381648,2205.0618556890877,1,11214,40.599148,-73.99609
H73682,2000-01-17,false,2509.8402951098074,Townhouse,475.59252527590945,3,115.02729693152423,1003.2566038961701,3,06001,41.787159,-72.852046
H73687,2009-06-04,false,2504.8889867046482,Townhouse,372.1036240275126,5,50.29253829459285,1871.0058724770863,0,06467,41.567845,-72.899757
H73688,1995-07-02,true,2506.561499194985,Single Family,384.41876753047995,3,120.47371841316763,1064.4945485546127,1,19106,39.948629,-75.142789
H73690,2006-03-11,true,2512.8051395493203,Single Family,319.17245692167614,6,102.91915476683955,2632.7875295849913,4,11214,40.599148,-73.99609
H73696,1988-02-17,false,2515.5090345740905,Single Family,678.0416456020937,7,122.23056420073328,2934.280570769056,1,11103,40.762574,-73.913447
H73704,1989-11-19,false,2516.0330838006735,Single Family,558.8645676663989,3,122.70024822001746,910.1210816691594,0,07608,40.852997,-74.060355
H73712,1989-08-19,false,2504.1335378071813,Townhouse,772.3477502765063,4,172.48599080021177,1637.605869039021,4,11214,40.599148,-73.99609
H73721,1991-02-22,true,2503.9568317078138,Townhouse,734.2546676448188,7,92.9363781802804,2831.5904341102023,0,07608,40.852997,-74.060355
H73724,1993-09-26,false,2516.059612414685,Single Family,709.75564360952,6,151.70271011053887,2587.6598013969183,2,07620,40.968725,-73.916999
H73727,1995-10-25,false,2504.551628615024,Single Family,233.29493957027614,5,36.489389979562326,2229.732804115736,3,11213,40.671078,-73.936336
H73730,1998-05-03,true,2524.2377623654647,Townhouse,274.7756254174981,3,42.04507387093614,1204.681150269293,3,02126,42.274227,-71.097423
H73733,1990-01-03,false,2525.903706529835,Townhouse,363.3755530265818,6,167.727024945578,2287.2464638197575,1,06467,41.567845,-72.899757
H73742,1994-06-19,true,2510.965553586544,Single Family,387.69315624896296,3,147.4858119317745,908.8570772168014,2,07620,40.968725,-73.916999
H73745,2003-06-28,false,2506.44768807284,Single Family,362.04846385264386,3,153.0333293190597,808.2351745784538,0,11214,40.599148,-73.99609
H73749,1998-03-27,false,2520.9267213593394,Single Family,354.3897469721415,4,102.84117245779625,1636.1939766281873,3,11214,40.599148,-73.99609
H73758,2017-10-19,false,2505.7004583671423,Townhouse,463.5296476791715,4,65.40771054423818,1524.757478265175,2,02127,42.334992,-71.039093
H73762,2016-02-04,false,2515.3315201549763,Single Family,308.1742185110648,2,97.70164372229021,569.5267472692494,0,06467,41.567845,-72.899757
H73764,2017-11-09,false,2542.3052634418605,Single Family,559.1714819053866,6,48.09720304712436,2736.0254303399925,3,07608,40.852997,-74.060355
H73773,2005-06-06,true,2516.724765867723,Single Family,312.973370160177,3,144.88178793865313,1131.3132448565814,3,02128,42.361129,-71.006975
H73777,1998-10-30,false,2533.8089132206183,Townhouse,580.5941477598438,3,116.5294538954878,1168.269547754103,0,19102,39.952783,-75.165586
H73785,2010-04-26,false,2534.2747113759283,Single Family,645.5112363618657,6,68.97537027360517,2678.069969910566,2,07087,40.767383,-74.032328
H73791,1995-01-30,false,2531.761138435954,Single Family,523.46022511671,5,88.19578064944474,1999.03173130836,1,19104,39.95852,-75.198857
H73798,2014-09-30,false,2517.5067167542634,Single Family,622.0747795728068,3,107.87959049028493,1098.0811884763089,1,07093,40.788079,-74.011357
H73805,2004-08-06,false,2513.23784224976,Single Family,368.6795028246976,6,134.99679521433964,2318.035975876448,2,11214,40.599148,-73.99609
H73812,2005-03-03,false,2515.3514227496325,Townhouse,619.9649374610942,5,140.64420133101817,2064.027849594555,0,11104,40.744634,-73.920201
H73819,2003-05-21,false,2510.791038550714,Single Family,226.92737140667091,5,123.84628975483967,1938.9742917575754,2,07608,40.852997,-74.060355
H73827,1995-06-09,false,2528.437058374353,Single Family,459.80767164725063,5,164.74792221859448,1727.462462904609,1,07093,40.788079,-74.011357
H73832,2002-04-08,false,2510.0066175021484,Single Family,748.863374713693,5,110.7364515902311,1794.7956254452479,2,06467,41.567845,-72.899757
H73836,1994-07-01,true,2526.9836306594657,Single Family,547.04683595897,7,36.33599837762853,2824.463248951538,1,06479,41.57477,-72.9119
H73839,2002-07-24,true,2519.161661690372,Single Family,642.0403812317311,7,48.71846642735007,2964.241324628649,2,19102,39.952783,-75.165586
H73848,1993-02-01,false,2517.120825710717,Single Family,449.3612417202133,4,66.14093525761753,1605.5444291603692,2,07093,40.788079,-74.011357
H73853,1994-11-01,false,2511.0063150816595,Townhouse,749.718762357978,3,106.33296283670538,806.3807499191539,1,11213,40.671078,-73.936336
H73857,2012-08-20,false,2512.126973478141,Single Family,243.59342632978118,5,127.71470283791501,2112.0358480681107,4,07093,40.788079,-74.011357
H73862,2013-05-12,false,2515.7671310548158,Single Family,265.242617112489,4,138.43499712043553,1623.2981102350743,4,07093,40.788079,-74.011357
H73865,1993-01-16,false,2516.1949989536306,Townhouse,616.405475379383,6,98.32791387680311,2327.0639580832894,3,11104,40.744634,-73.920201
H73871,1989-01-07,false,2510.498480892039,Single Family,203.22440481431994,2,149.36558586817543,550.4995142398504,1,11213,40.671078,-73.936336
H73877,2009-04-14,false,2504.753108986271,Townhouse,777.0964678430806,5,116.93272028226785,2028.2152565410736,3,06001,41.787159,-72.852046
H73880,1992-05-12,false,2508.919874954051,Townhouse,793.0235239882201,4,118.30779524584678,1470.2727015271314,0,02126,42.274227,-71.097423
H73888,1990-01-01,false,2501.970836026819,Townhouse,514.3393772031259,7,115.07525402094471,2859.521749785175,1,06479,41.57477,-72.9119
H73894,1996-08-14,false,2535.294723837642,Single Family,367.22780441661087,4,64.97836082201023,1281.4559933688092,2,06479,41.57477,-72.9119
H73901,2014-02-05,false,2501.5509039769317,Single Family,478.4896118079298,4,115.60466766185706,1511.0038495330064,2,19104,39.95852,-75.198857
H73909,1990-10-25,false,2506.4896672737273,Single Family,534.464714308431,5,175.60903963081694,1749.7737338568522,2,19106,39.948629,-75.142789
H73917,2003-11-19,false,2507.552822511423,Single Family,183.2489915965881,4,49.62438921853577,1360.4142950049577,3,02129,42.379657,-71.061487
H73923,1994-04-21,false,2526.933254112096,Single Family,759.6214683084312,5,54.29454179360016,1987.0779314680715,1,02129,42.379657,-71.061487
H73924,2012-11-19,true,2512.7498078464155,Townhouse,794.9641184538253,7,143.92270129787772,2824.6573085441787,1,07620,40.968725,-73.916999
H73925,1988-08-02,false,2507.0682530429344,Single Family,250.75679446399738,6,129.07057305617388,2705.094860432116,4,11103,40.762574,-73.913447
H73927,2006-05-12,false,2539.659519121083,Single Family,235.5173724923145,6,155.3004405941547,2270.5747836849823,3,07093,40.788079,-74.011357
H73931,1991-01-23,false,2514.3873320247735,Single Family,394.78751518000115,7,173.6468176701866,2745.3136979736732,4,02128,42.361129,-71.006975
H73939,2011-03-26,false,2502.4707406909533,Townhouse,438.4140004911875,4,173.8704326774233,1519.1928011398322,3,19106,39.948629,-75.142789
H73941,1999-01-15,false,2508.5793633658413,Single Family,597.6548410057144,4,71.18130672363907,1470.7483472541921,0,11214,40.599148,-73.99609
H73950,2005-08-11,true,2504.101105994404,Single Family,648.2599269810325,6,87.7638069848527,2244.2596258475996,1,11214,40.599148,-73.99609
H73955,1999-05-21,false,2506.0245037746995,Single Family,209.66817380329792,7,132.23638491242764,2807.8427443256182,0,07087,40.767383,-74.032328
H73957,2007-05-01,false,2502.9549508544187,Townhouse,511.7961864748937,6,100.36069105972355,2679.965333272175,1,02127,42.334992,-71.039093
H73958,2018-12-13,false,2506.0187871467137,Single Family,711.2208119572078,6,37.50944161274183,2496.7444454530187,2,19103,39.952896,-75.174298
H73964,2010-10-30,false,2512.7581293559797,Townhouse,790.1462767611953,5,73.42570509506987,1831.451388481526,3,19106,39.948629,-75.142789
H73971,2018-08-05,false,2526.656112522053,Townhouse,755.0275360681171,6,141.75681003012113,2740.6105812670353,1,11213,40.671078,-73.936336
H73974,2015-01-14,true,2528.7716712904116,Single Family,745.0317603846904,3,58.52176724630412,1182.27083717805,2,02128,42.361129,-71.006975
H73977,2007-06-22,false,2506.208760348629,Townhouse,595.4868859982666,5,106.71483360862516,1768.1949864789256,2,11103,40.762574,-73.913447
H73984,2004-01-02,false,2503.858772585335,Single Family,317.7138481987169,2,162.08875224862857,699.8706917098789,3,02127,42.334992,-71.039093
H73990,1995-02-01,false,2517.1993440515866,Townhouse,207.08403923325596,6,80.72271332353561,2438.457005023968,4,06002,41.84493,-72.740951
H73997,1992-11-17,false,2516.0004659028014,Single Family,769.0713920070682,7,79.28742286357098,2802.798345205797,0,06001,41.787159,-72.852046
H74001,2009-02-12,false,2546.1332720629953,Townhouse,217.8664088147234,6,135.13653612208873,2679.6699385396378,3,06467,41.567845,-72.899757
H74009,2006-05-18,true,2515.3380782887975,Townhouse,593.9784628685188,4,167.44492813040813,1323.3980740532784,4,19106,39.948629,-75.142789
H74018,2011-04-20,false,2522.667486278268,Single Family,550.713884610165,6,158.72859344705327,2272.947363736028,3,07087,40.767383,-74.032328
H74019,1995-09-23,false,2531.948307981803,Townhouse,501.4016233088336,3,133.90792600243222,718.8090730102754,3,02129,42.379657,-71.061487
H74026,2013-12-11,false,2510.0573147270306,Single Family,594.237627328809,3,85.84154891258859,799.2724450932201,1,02128,42.361129,-71.006975
H74029,2000-01-03,false,2511.0841188684367,Single Family,460.00376793441967,4,156.66581900452346,1720.0043479974586,4,06479,41.57477,-72.9119
H74032,1999-04-28,false,2524.0633190450926,Townhouse,647.8521705803794,3,121.62983865283874,829.1498887537994,1,19106,39.948629,-75.142789
H74035,2016-07-30,false,2512.6064384896627,Single Family,208.577955348663,3,55.992417776639776,747.1568689182026,1,07093,40.788079,-74.011357
H74042,2015-12-16,false,2522.8661850819462,Single Family,400.6302769462139,4,83.80301150086022,1562.6222780600326,2,06002,41.84493,-72.740951
H74046,1989-11-30,false,2527.9140452801566,Townhouse,403.10387944648517,3,134.95381941344988,895.8702295558986,0,19104,39.95852,-75.198857
H74052,2006-02-05,false,2527.176156730873,Townhouse,708.5517090237677,3,42.68569657332752,838.4182853469176,3,06479,41.57477,-72.9119
H74060,1988-08-25,false,2543.2089724300704,Single Family,526.3367314606537,6,172.21752441395682,2288.6961871605004,0,11213,40.671078,-73.936336
H74062,2003-04-28,false,2527.3732839978957,Single Family,782.3562705638669,4,151.4395233663712,1721.8501736732107,3,07620,40.968725,-73.916999
H74070,2015-06-04,false,2510.9630950475453,Townhouse,413.5227821474343,7,57.58800928427679,2843.1496127313258,0,06001,41.787159,-72.852046
H74078,2008-12-14,false,2525.781452900567,Single Family,302.3985608440644,3,117.03314952150416,870.2465855102187,1,02128,42.361129,-71.006975
H74079,1999-10-31,false,2525.597554462448,Single Family,655.4598345258847,5,179.89254100543073,1799.2350459242386,3,19106,39.948629,-75.142789
H74081,1993-03-21,false,2504.615891168898,Single Family,419.24299735827924,6,152.09213256208585,2539.304467639415,2,06467,41.567845,-72.899757
H74086,2000-12-06,false,2509.547395739718,Townhouse,354.75890535951226,3,95.69475165814515,996.7882481292444,4,02127,42.334992,-71.039093
H74092,1995-04-17,false,2502.7899121500272,Townhouse,234.62897612644048,5,62.47096187297079,1806.9551883179954,3,19102,39.952783,-75.165586
H74097,1995-10-04,false,2503.989464748505,Townhouse,361.84433950941855,6,91.15866373804857,2655.9963459885103,1,02128,42.361129,-71.006975
H74103,1990-07-11,false,2513.311848399921,Single Family,672.3516796778608,6,68.14128656328658,2409.959658376745,4,11213,40.671078,-73.936336
H74112,1991-03-12,false,2515.381027570693,Townhouse,616.1851798219967,3,97.70050370613035,880.9564741561092,1,06467,41.567845,-72.899757
H74113,2018-08-01,false,2515.741889337891,Townhouse,489.3441080686944,7,143.42480947916496,2840.3486363584598,0,11214,40.599148,-73.99609
H74115,1989-04-13,false,2525.85616022351,Single Family,792.1642041994106,2,154.7177644148508,628.5395587144236,2,02129,42.379657,-71.061487
H74123,2006-06-29,false,2537.141931384157,Single Family,533.1925817819877,7,90.37353108045158,2920.489746763051,3,07620,40.968725,-73.916999
H74129,1994-03-13,false,2512.611151707552,Single Family,795.2520892733266,3,51.18322539963022,1017.9890633503628,0,19102,39.952783,-75.165586
H74135,2013-10-26,false,2513.9364453074395,Single Family,761.6768945294607,2,112.1371932326366,599.5534283736681,1,19106,39.948629,-75.142789
H74139,2018-07-04,false,2528.1952680538466,Townhouse,472.1015094507486,3,56.635672025975566,945.2725650147638,4,19106,39.948629,-75.142789
H74144,1988-01-31,false,2527.574765239751,Townhouse,620.9856449879721,3,110.89595221229371,856.6326337861789,1,07608,40.852997,-74.060355
H74146,1999-08-17,false,2516.6439646905737,Townhouse,795.3555605733222,3,54.62876045876675,832.2463874891516,0,19102,39.952783,-75.165586
H74152,2000-05-15,false,2520.531541367298,Single Family,611.6298575204147,5,91.57997216251985,1894.0012401631595,1,02128,42.361129,-71.006975
H74161,2008-01-13,false,2532.7875629562404,Single Family,557.3721094446946,6,81.9455442591939,2621.0490857010104,3,02127,42.334992,-71.039093
H74170,2006-09-16,false,2510.554555402748,Townhouse,251.95693719224727,5,108.36633261818136,2203.8201460253385,3,11214,40.599148,-73.99609
H74175,1998-10-16,false,2500.428138922801,Townhouse,774.4015530033157,3,165.41982154054378,1208.020037130023,2,02127,42.334992,-71.039093
H74180,2012-08-10,false,2512.802648032312,Townhouse,474.57277494705744,6,43.3227069444771,2684.9644163453677,1,07093,40.788079,-74.011357
H74187,1998-12-12,false,2504.681492768901,Single Family,583.6737701338368,5,168.4889320881389,1977.9002703167819,4,19106,39.948629,-75.142789
H74189,2012-06-20,false,2534.7931918663344,Single Family,387.01033001881694,6,66.55775240584876,2249.0872546958603,3,19106,39.948629,-75.142789
H74196,1990-11-09,false,2515.4059382817527,Townhouse,713.2055536778263,4,104.23783111892868,1254.5025641954576,0,11214,40.599148,-73.99609
H74202,2004-08-06,false,2515.5696863924395,Single Family,782.0664690333169,7,100.60662783848609,2783.183230348663,2,06002,41.84493,-72.740951
H74208,2010-04-11,false,2516.494154103646,Single Family,735.2443699302046,5,103.67515242364458,1949.6875543274566,3,06467,41.567845,-72.899757
H74213,2008-12-08,false,2512.6946056713386,Townhouse,550.3684335150981,3,45.3087722672404,784.9957394883021,3,11213,40.671078,-73.936336
H74222,1997-07-16,false,2519.798260653392,Townhouse,742.1283367251942,7,81.94157674676211,2841.9251120907975,0,06001,41.787159,-72.852046
H74225,1991-04-26,false,2507.2462415032924,Single Family,531.7612366731144,5,82.17180001911467,1758.9418053661454,1,06479,41.57477,-72.9119
H74229,2011-09-03,false,2506.506150754534,Townhouse,272.93379021044103,4,128.61412958614886,1412.3939330195199,1,02127,42.334992,-71.039093
H74230,2002-05-08,false,2511.224722187838,Townhouse,226.93823708200296,4,141.72366622861736,1588.7235130052904,2,19106,39.948629,-75.142789
H74239,1990-11-03,false,2509.585276675653,Townhouse,393.7675202202222,6,157.9017584747,2401.238318664964,2,07608,40.852997,-74.060355
H74245,2015-03-23,false,2521.8058749982597,Single Family,671.6085682842865,7,45.96428893998006,2894.4553927593465,3,06479,41.57477,-72.9119
H74247,1995-12-12,false,2527.5049941715706,Single Family,481.56480303287,6,132.38346422593605,2374.8845070900707,0,06467,41.567845,-72.899757
H74250,1996-11-05,false,2528.3326369357214,Townhouse,415.2238875324798,4,109.08199678780159,1551.5662080428826,4,19106,39.948629,-75.142789
H74255,1993-07-29,false,2505.9569989638,Townhouse,514.1004600603133,6,168.7166871069824,2275.17030111712,1,07608,40.852997,-74.060355
H74264,2007-12-12,true,2533.291877691143,Single Family,381.51942014879313,5,148.71039016124084,2106.62614452355,2,11104,40.744634,-73.920201
H74272,1989-06-07,false,2516.742710964404,Townhouse,562.8871342090904,3,52.02739324196445,750.2697353976127,0,19103,39.952896,-75.174298
H74273,1992-05-14,false,2524.0878467915313,Townhouse,185.58309887654033,2,66.29278103869154,515.8884734171586,3,07093,40.788079,-74.011357
H74276,2013-06-18,false,2502.338346070855,Single Family,664.2049483413939,6,158.21205818870328,2471.1425066272977,0,11214,40.599148,-73.99609
H74277,2004-07-16,false,2506.6609516982066,Single Family,744.904792095685,6,107.48661038781194,2421.1034131558054,1,19103,39.952896,-75.174298
H74286,2011-12-06,true,2505.063544639272,Townhouse,689.6127249996251,4,121.2535378358274,1655.4965886834004,1,11214,40.599148,-73.99609
H74287,1988-05-28,true,2522.233871912632,Townhouse,645.5032876355613,5,71.8856582543434,1938.0347792495122,1,06479,41.57477,-72.9119
H74288,2012-11-12,false,2517.7630820124973,Single Family,604.5719910885034,2,78.63643304673963,646.3582561244955,3,02126,42.274227,-71.097423
H74294,2005-12-29,false,2527.276482481609,Single Family,403.2420261976283,4,122.8369548011039,1486.1550712145886,1,02128,42.361129,-71.006975
H74295,2007-07-31,false,2511.8749018572175,Single Family,447.8619781885018,4,137.69266573284767,1456.4686045334697,3,07608,40.852997,-74.060355
H74304,2006-12-20,false,2509.143344352757,Single Family,269.3597145888924,7,113.47005986381753,2886.871987134882,2,19104,39.95852,-75.198857
H74307,2002-02-13,false,2501.962472965111,Single Family,624.0690117553789,4,74.00408789414637,1502.3998452059532,4,02127,42.334992,-71.039093
H74308,1990-07-16,true,2509.2336985605975,Single Family,328.9243122536685,4,129.69316635111284,1677.1111064169147,2,07620,40.968725,-73.916999
H74311,1997-04-13,false,2511.1720676331447,Single Family,629.846728845133,4,60.01741381897273,1337.8628040538229,4,11213,40.671078,-73.936336
H74320,2004-07-15,false,2538.802648407349,Townhouse,484.8104560208678,7,81.3129977696552,2908.4864425360706,1,02126,42.274227,-71.097423
H74326,1997-06-10,false,2528.0300302221754,Townhouse,180.81188333094013,2,54.60825575897295,630.8793877168933,2,19102,39.952783,-75.165586
H74331,1996-07-28,false,2511.8901316697716,Townhouse,460.17205139908026,5,92.33890359731802,1959.0838440683956,1,02127,42.334992,-71.039093
H74336,2011-02-14,false,2513.707621855411,Single Family,545.7700828476786,5,142.17780210984222,2030.8625150521705,3,19102,39.952783,-75.165586
H74345,1995-05-03,false,2516.265117169115,Single Family,596.5812821536342,2,108.18714784260789,588.0946161966655,2,02127,42.334992,-71.039093
H74352,1992-08-02,false,2536.296267865732,Single Family,687.5607174659768,6,111.8302634249393,2483.0851299480782,2,11214,40.599148,-73.99609
H74355,2010-08-06,false,2515.2565214447427,Single Family,241.7105967185729,6,162.92547599877827,2297.3006149621974,1,02129,42.379657,-71.061487
H74358,2005-08-20,false,2518.1534941958657,Townhouse,453.73199146118475,6,77.50456169125246,2328.267422580028,4,06002,41.84493,-72.740951
H74360,2005-06-09,false,2533.802828372878,Townhouse,320.8990055765798,3,46.923066491151275,770.4506762205278,4,02128,42.361129,-71.006975
H74362,1995-04-02,false,2508.3629799443156,Single Family,674.7669426051175,2,149.5038489727038,535.1484228253664,3,07620,40.968725,-73.916999
H74370,2018-09-23,false,2509.2247421772486,Single Family,606.2527840633883,5,89.59456906196735,1980.7032696814294,4,19104,39.95852,-75.198857
H74379,1998-04-23,false,2508.805141484859,Townhouse,608.8958027578183,5,70.45569001482598,2104.8673899311634,2,07608,40.852997,-74.060355
H74385,2001-05-07,false,2514.2989498340085,Townhouse,775.2422963762493,6,72.16290951892509,2509.948180653959,4,02129,42.379657,-71.061487
H74394,1991-09-23,true,2511.358640760259,Single Family,625.0683223988958,6,102.2590392079034,2436.0291197328174,1,11214,40.599148,-73.99609
H74397,2006-08-14,false,2531.181980666416,Single Family,364.5632253114569,4,115.09249881401264,1655.4739175348586,4,02129,42.379657,-71.061487
H74400,2005-01-20,true,2514.0758517466825,Townhouse,433.29283388770114,3,53.337320965075904,841.5841851108249,3,02128,42.361129,-71.006975
H74409,1992-12-08,false,2509.7928709284442,Single Family,718.3968672156583,6,108.6577166293843,2311.209806278173,3,02126,42.274227,-71.097423
H74412,1998-02-03,false,2527.752656792783,Townhouse,493.8535208129668,5,107.46621252695441,1758.574574959204,3,07087,40.767383,-74.032328
H74416,2007-09-11,false,2506.8292026409345,Townhouse,346.02716776596674,7,164.87095728577722,2750.840110015525,1,11214,40.599148,-73.99609
H74419,2000-09-10,false,2502.445942289614,Townhouse,280.42030386495134,7,54.416900417523024,2974.6865838476187,3,19103,39.952896,-75.174298
H74422,2011-12-08,false,2511.9248822935733,Townhouse,415.0254574769359,5,100.07630939306074,2140.2497302812844,2,11214,40.599148,-73.99609
H74426,2012-06-17,false,2503.232371951999,Townhouse,311.4995054159216,6,100.62851204721505,2574.0553138831824,2,07608,40.852997,-74.060355
H74429,1999-06-17,false,2518.880247974297,Townhouse,197.1985979156515,3,105.06068230145036,1069.8936847875334,2,19104,39.95852,-75.198857
H74433,1991-12-01,false,2515.350124375655,Single Family,464.222782564219,6,62.46483811678429,2506.374644135043,3,07093,40.788079,-74.011357
H74439,2005-07-21,false,2527.1806795377765,Townhouse,707.0926005481723,6,89.70105827819788,2385.264050276895,3,19103,39.952896,-75.174298
H74440,1991-11-21,false,2509.663335723906,Single Family,179.02253605146424,7,79.3295758651708,2937.914043171849,3,19102,39.952783,-75.165586
H74446,2007-06-24,false,2519.4832941759073,Townhouse,502.759924609511,4,85.37743585198649,1263.2260927535792,3,11213,40.671078,-73.936336
H74453,2005-12-12,false,2519.0748417136806,Townhouse,765.1379029702155,6,35.91021608390011,2270.2078030869125,1,06001,41.787159,-72.852046
H74457,1989-07-16,false,2508.7842859694256,Townhouse,336.52078548549844,4,142.57432645756305,1724.7703979692412,3,02128,42.361129,-71.006975
H74460,2014-10-10,false,2500.4096231785124,Townhouse,420.1777276265375,3,73.13360962280744,958.9852593915459,1,02127,42.334992,-71.039093
H74468,1991-06-27,false,2511.643239329901,Townhouse,591.6901054769253,2,99.97379022127764,552.9374618304731,1,19102,39.952783,-75.165586
H74477,2006-05-26,false,2505.6996482772806,Townhouse,391.6341023122704,4,112.47679185961948,1644.2146547945763,0,02127,42.334992,-71.039093
H74486,2005-05-28,false,2514.7509075446055,Townhouse,279.3967776193216,4,77.62899204939077,1419.164233407553,4,06002,41.84493,-72.740951
H74494,2000-07-31,true,2501.0430157785263,Single Family,639.4921134269257,2,61.15605041020936,626.1532993575817,2,02128,42.361129,-71.006975
H74496,1994-08-11,false,2502.3882754648266,Townhouse,656.2085591418943,5,160.48545878366,1779.0220743846946,2,06479,41.57477,-72.9119
H74499,2010-12-15,false,2507.4158547015086,Townhouse,239.07180843877916,4,52.37744818692171,1496.0773894781612,1,06001,41.787159,-72.852046
H74505,2007-10-05,false,2516.2049287952054,Single Family,446.8951661853919,6,118.08755509370185,2479.799461513142,2,19106,39.948629,-75.142789
H74508,2011-07-06,false,2510.9231582682996,Single Family,457.32251426396226,2,55.37571104919657,585.3115555867803,2,07620,40.968725,-73.916999
H74510,2017-01-05,false,2501.405550108083,Single Family,642.2387834490178,5,65.03763199152763,1949.2623972280662,4,07087,40.767383,-74.032328
H74518,2015-09-02,false,2504.3710253418412,Single Family,623.7787741273769,3,134.88841571372717,878.5220180061693,3,02129,42.379657,-71.061487
H74520,1996-07-23,true,2506.5009270505802,Single Family,331.8419180324642,2,108.94651013033054,687.4227550583859,2,06002,41.84493,-72.740951
H74525,2010-07-10,false,2520.6599842164046,Single Family,374.79275795539536,4,41.142965389521876,1695.5710630250478,3,02127,42.334992,-71.039093
H74526,1992-11-27,false,2501.599301080313,Single Family,267.7188539588273,4,89.7745758347971,1587.5822053818683,1,07608,40.852997,-74.060355
H74527,2011-11-25,false,2500.3617688314953,Single Family,353.94597560996726,6,74.39898442083158,2468.9747653833388,3,02128,42.361129,-71.006975
H74528,2008-06-01,false,2522.5212084662867,Townhouse,407.50078946393126,3,86.67611067403348,1029.205241939921,2,06001,41.787159,-72.852046
H74536,2010-07-07,false,2519.966220282293,Single Family,438.38292805958633,6,176.75367270013078,2696.936441139881,4,02129,42.379657,-71.061487
H74540,1992-03-13,false,2518.789588513178,Townhouse,739.0750971305667,5,150.55483388590335,2144.316151514712,1,07608,40.852997,-74.060355
H74545,2005-12-09,false,2511.4425293966606,Single Family,780.3230794521975,4,67.83814590868784,1515.659046416255,1,19104,39.95852,-75.198857
H74553,1999-05-23,false,2509.0081921342735,Townhouse,316.73390662445104,2,158.36042435242655,550.7141538411325,1,02129,42.379657,-71.061487
H74562,1998-11-30,false,2506.698316554885,Townhouse,251.01920957532892,6,121.40478388229388,2292.128202121827,2,02126,42.274227,-71.097423
